campaignid,startdate,enddate,channel,impressions,clicks,leads,conversions,cost_usd,revenue_usd,roi,campaign_duration,profit,roas,profit_margin,ctr,lead_conversion_rate,customer_conversion_rate,cpc,cpl,cpa,start_year,start_month,start_month_name,quarter,weekday
CAMP00132,2025-12-25,2026-01-05,Email,44170,2648,458,264,642.68,1687.78,1.63,11,1045.1,2.63,61.92,6.0,17.3,57.64,0.24,1.4,2.43,2025,12,December,4,Thursday
CAMP00133,2025-10-10,2025-10-23,Influencer,181173,9139,2958,1028,3918.51,9096.18,1.32,13,5177.67,2.32,56.92,5.04,32.37,34.75,0.43,1.32,3.81,2025,10,October,4,Friday
CAMP00134,2025-07-26,2025-08-09,Social,70881,1878,266,130,3476.04,5738.04,0.65,14,2262.0,1.65,39.42,2.65,14.16,48.87,1.85,13.07,26.74,2025,7,July,3,Saturday
CAMP00135,2025-01-15,2025-01-22,Search,173782,3190,1367,639,2930.04,6098.24,1.08,7,3168.2,2.08,51.95,1.84,42.85,46.74,0.92,2.14,4.59,2025,1,January,1,Wednesday
CAMP00136,2025-12-12,2025-12-19,Influencer,145435,5102,974,458,4703.5,5587.42,0.19,7,883.9200000000001,1.19,15.82,3.51,19.09,47.02,0.92,4.83,10.27,2025,12,December,4,Friday
CAMP00137,2025-02-11,2025-02-16,Influencer,78960,5898,1885,887,1679.73,3296.2,0.96,5,1616.4699999999998,1.96,49.04,7.47,31.96,47.06,0.28,0.89,1.89,2025,2,February,1,Tuesday
CAMP00138,2025-06-28,2025-07-07,Influencer,16990,799,119,24,557.31,1034.68,0.86,9,477.3700000000001,1.86,46.14,4.7,14.89,20.17,0.7,4.68,23.22,2025,6,June,2,Saturday
CAMP00139,2025-03-04,2025-03-12,Influencer,99258,6086,2701,1430,4909.86,12372.32,1.52,8,7462.46,2.52,60.32,6.13,44.38,52.94,0.81,1.82,3.43,2025,3,March,1,Tuesday
CAMP00140,2025-12-18,2025-12-24,Search,132640,2305,868,494,2261.62,5880.2,1.6,6,3618.58,2.6,61.54,1.74,37.66,56.91,0.98,2.61,4.58,2025,12,December,4,Thursday
CAMP00141,2025-08-19,2025-09-01,Email,37137,783,142,53,2223.62,6102.74,1.74,13,3879.12,2.74,63.56,2.11,18.14,37.32,2.84,15.66,41.96,2025,8,August,3,Tuesday
CAMP00142,2025-08-29,2025-09-05,Search,20573,226,87,36,538.7,1462.29,1.71,7,923.5899999999999,2.71,63.16,1.1,38.5,41.38,2.38,6.19,14.96,2025,8,August,3,Friday
CAMP00143,2025-02-21,2025-03-05,Search,14554,1027,136,44,3743.41,11217.85,2.0,12,7474.4400000000005,3.0,66.63,7.06,13.24,32.35,3.64,27.53,85.08,2025,2,February,1,Friday
CAMP00144,2025-04-06,2025-04-16,Social,234726,7933,3243,1666,3628.58,8762.7,1.41,10,5134.120000000001,2.41,58.59,3.38,40.88,51.37,0.46,1.12,2.18,2025,4,April,2,Sunday
CAMP00145,2025-08-10,2025-08-19,Display,238380,23128,6849,3387,811.95,1819.95,1.24,9,1008.0,2.24,55.39,9.7,29.61,49.45,0.04,0.12,0.24,2025,8,August,3,Sunday
CAMP00146,2025-08-19,2025-08-24,Display,222670,8408,1245,616,1245.65,1612.31,0.29,5,366.65999999999985,1.29,22.74,3.78,14.81,49.48,0.15,1.0,2.02,2025,8,August,3,Tuesday
CAMP00147,2025-08-25,2025-09-02,Social,189869,8112,2597,1282,180.43,349.37,0.94,8,168.94,1.94,48.36,4.27,32.01,49.36,0.02,0.07,0.14,2025,8,August,3,Monday
CAMP00148,2025-05-23,2025-05-30,Search,18015,941,169,48,4459.67,8299.04,0.86,7,3839.370000000001,1.86,46.26,5.22,17.96,28.4,4.74,26.39,92.91,2025,5,May,2,Friday
CAMP00149,2025-06-20,2025-06-25,Social,64617,2502,923,226,1298.19,3205.49,1.47,5,1907.2999999999997,2.47,59.5,3.87,36.89,24.49,0.52,1.41,5.74,2025,6,June,2,Friday
CAMP00150,2025-01-29,2025-02-07,Influencer,185664,15515,5949,1929,4642.5,7192.89,0.55,9,2550.3900000000003,1.55,35.46,8.36,38.34,32.43,0.3,0.78,2.41,2025,1,January,1,Wednesday
CAMP00151,2025-02-05,2025-02-15,Social,115041,10222,4133,1777,2898.73,7947.43,1.74,10,5048.700000000001,2.74,63.53,8.89,40.43,43.0,0.28,0.7,1.63,2025,2,February,1,Wednesday
CAMP00152,2025-01-13,2025-01-19,Social,80195,881,403,145,2184.5,3144.87,0.44,6,960.3699999999999,1.44,30.54,1.1,45.74,35.98,2.48,5.42,15.07,2025,1,January,1,Monday
CAMP00153,2025-06-09,2025-06-16,Influencer,164989,11370,4115,1233,138.37,272.19,0.97,7,133.82,1.97,49.16,6.89,36.19,29.96,0.01,0.03,0.11,2025,6,June,2,Monday
CAMP00154,2025-11-23,2025-12-08,Display,255438,18327,5437,1135,552.13,1594.94,1.89,15,1042.81,2.89,65.38,7.17,29.67,20.88,0.03,0.1,0.49,2025,11,November,4,Sunday
CAMP00155,2025-07-06,2025-07-16,Influencer,219722,21209,9367,2327,877.55,1481.27,0.69,10,603.72,1.69,40.76,9.65,44.17,24.84,0.04,0.09,0.38,2025,7,July,3,Sunday
CAMP00156,2025-08-31,2025-09-08,Email,142715,6184,2844,688,617.91,1517.53,1.46,8,899.62,2.46,59.28,4.33,45.99,24.19,0.1,0.22,0.9,2025,8,August,3,Sunday
CAMP00157,2025-03-27,2025-04-09,Social,18269,503,207,120,1355.4,2265.2,0.67,13,909.7999999999997,1.67,40.16,2.75,41.15,57.97,2.69,6.55,11.3,2025,3,March,1,Thursday
CAMP00158,2025-10-11,2025-10-20,Social,285502,16231,7741,3959,857.47,1739.63,1.03,9,882.1600000000001,2.03,50.71,5.69,47.69,51.14,0.05,0.11,0.22,2025,10,October,4,Saturday
CAMP00159,2025-03-07,2025-03-15,Display,103029,5180,2547,634,3352.79,8553.88,1.55,8,5201.089999999999,2.55,60.8,5.03,49.17,24.89,0.65,1.32,5.29,2025,3,March,1,Friday
CAMP00160,2025-06-19,2025-06-25,Search,88857,7220,1447,559,1555.45,4089.52,1.63,6,2534.0699999999997,2.63,61.96,8.13,20.04,38.63,0.22,1.07,2.78,2025,6,June,2,Thursday
CAMP00161,2025-02-14,2025-02-24,Influencer,197830,18073,3135,1447,3619.63,9718.64,1.68,10,6099.009999999999,2.68,62.76,9.14,17.35,46.16,0.2,1.15,2.5,2025,2,February,1,Friday
CAMP00162,2025-03-03,2025-03-17,Search,61235,1090,304,177,763.91,916.0,0.2,14,152.09000000000003,1.2,16.6,1.78,27.89,58.22,0.7,2.51,4.32,2025,3,March,1,Monday
CAMP00163,2025-05-14,2025-05-20,Email,289316,24936,12437,3825,1124.63,3047.48,1.71,6,1922.85,2.71,63.1,8.62,49.88,30.76,0.05,0.09,0.29,2025,5,May,2,Wednesday
CAMP00164,2025-10-11,2025-10-22,Influencer,78834,7237,979,299,3958.5,5117.37,0.29,11,1158.87,1.29,22.65,9.18,13.53,30.54,0.55,4.04,13.24,2025,10,October,4,Saturday
CAMP00165,2025-01-28,2025-02-04,Email,49857,4645,1787,763,3206.98,4956.79,0.55,7,1749.81,1.55,35.3,9.32,38.47,42.7,0.69,1.79,4.2,2025,1,January,1,Tuesday
CAMP00166,2025-04-18,2025-05-01,Email,146483,11541,5081,2758,572.59,1684.66,1.94,13,1112.0700000000002,2.94,66.01,7.88,44.03,54.28,0.05,0.11,0.21,2025,4,April,2,Friday
CAMP00167,2025-02-13,2025-02-28,Email,274969,21114,10526,3282,4801.14,6185.97,0.29,15,1384.83,1.29,22.39,7.68,49.85,31.18,0.23,0.46,1.46,2025,2,February,1,Thursday
CAMP00168,2025-12-06,2025-12-15,Influencer,101774,1154,401,100,3836.42,5762.94,0.5,9,1926.5199999999995,1.5,33.43,1.13,34.75,24.94,3.32,9.57,38.36,2025,12,December,4,Saturday
CAMP00169,2025-10-13,2025-10-25,Influencer,174814,16225,4089,1253,2807.96,4693.68,0.67,12,1885.7200000000003,1.67,40.18,9.28,25.2,30.64,0.17,0.69,2.24,2025,10,October,4,Monday
CAMP00170,2025-11-27,2025-12-12,Display,294295,12253,2041,774,1780.26,4650.74,1.61,15,2870.4799999999996,2.61,61.72,4.16,16.66,37.92,0.15,0.87,2.3,2025,11,November,4,Thursday
CAMP00171,2025-05-08,2025-05-18,Social,48327,662,326,112,560.31,919.89,0.64,10,359.58000000000004,1.64,39.09,1.37,49.24,34.36,0.85,1.72,5.0,2025,5,May,2,Thursday
CAMP00172,2025-12-14,2025-12-28,Search,145324,6854,3219,1752,1855.19,4919.88,1.65,14,3064.69,2.65,62.29,4.72,46.97,54.43,0.27,0.58,1.06,2025,12,December,4,Sunday
CAMP00173,2025-08-19,2025-08-31,Search,205344,15597,6578,3796,1682.81,2374.76,0.41,12,691.9500000000003,1.41,29.14,7.6,42.17,57.71,0.11,0.26,0.44,2025,8,August,3,Tuesday
CAMP00174,2025-07-09,2025-07-24,Email,266003,13240,6322,2221,484.02,1065.83,1.2,15,581.81,2.2,54.59,4.98,47.75,35.13,0.04,0.08,0.22,2025,7,July,3,Wednesday
CAMP00175,2025-08-13,2025-08-20,Influencer,20322,1589,197,104,3940.42,11503.88,1.92,7,7563.459999999999,2.92,65.75,7.82,12.4,52.79,2.48,20.0,37.89,2025,8,August,3,Wednesday
CAMP00176,2025-10-10,2025-10-17,Influencer,226785,12665,4465,1015,2135.14,2310.31,0.08,7,175.17000000000007,1.08,7.58,5.58,35.25,22.73,0.17,0.48,2.1,2025,10,October,4,Friday
CAMP00177,2025-05-01,2025-05-10,Email,60504,2235,469,197,4458.63,12560.49,1.82,9,8101.86,2.82,64.5,3.69,20.98,42.0,1.99,9.51,22.63,2025,5,May,2,Thursday
CAMP00178,2025-04-26,2025-05-11,Social,62631,1770,719,382,874.02,1162.17,0.33,15,288.1500000000001,1.33,24.79,2.83,40.62,53.13,0.49,1.22,2.29,2025,4,April,2,Saturday
CAMP00179,2025-08-21,2025-09-04,Search,192370,9214,1274,468,1656.1,3580.38,1.16,14,1924.2800000000002,2.16,53.75,4.79,13.83,36.73,0.18,1.3,3.54,2025,8,August,3,Thursday
CAMP00180,2025-09-16,2025-09-23,Display,233121,3082,627,161,1467.28,1610.5,0.1,7,143.22000000000003,1.1,8.89,1.32,20.34,25.68,0.48,2.34,9.11,2025,9,September,3,Tuesday
CAMP00181,2025-12-25,2026-01-06,Social,270111,12973,5709,1790,4339.29,9297.34,1.14,12,4958.05,2.14,53.33,4.8,44.01,31.35,0.33,0.76,2.42,2025,12,December,4,Thursday
CAMP00182,2025-07-17,2025-07-31,Influencer,42018,679,271,107,2587.89,5771.05,1.23,14,3183.1600000000003,2.23,55.16,1.62,39.91,39.48,3.81,9.55,24.19,2025,7,July,3,Thursday
CAMP00183,2025-05-17,2025-05-29,Email,188758,16786,8339,4481,794.93,2079.01,1.62,12,1284.0800000000004,2.62,61.76,8.89,49.68,53.74,0.05,0.1,0.18,2025,5,May,2,Saturday
CAMP00184,2025-11-14,2025-11-20,Search,73774,4558,1629,813,1851.49,3392.27,0.83,6,1540.78,1.83,45.42,6.18,35.74,49.91,0.41,1.14,2.28,2025,11,November,4,Friday
CAMP00185,2025-06-14,2025-06-22,Email,144585,9852,2179,508,4721.59,13369.18,1.83,8,8647.59,2.83,64.68,6.81,22.12,23.31,0.48,2.17,9.29,2025,6,June,2,Saturday
CAMP00186,2025-08-13,2025-08-27,Influencer,253319,9118,2910,1217,2802.29,4878.24,0.74,14,2075.95,1.74,42.56,3.6,31.91,41.82,0.31,0.96,2.3,2025,8,August,3,Wednesday
CAMP00187,2025-11-03,2025-11-08,Email,232414,7047,3365,1847,279.99,331.28,0.18,5,51.289999999999964,1.18,15.48,3.03,47.75,54.89,0.04,0.08,0.15,2025,11,November,4,Monday
CAMP00188,2025-08-22,2025-08-30,Search,72104,5314,1916,825,383.44,680.04,0.77,8,296.59999999999997,1.77,43.62,7.37,36.06,43.06,0.07,0.2,0.46,2025,8,August,3,Friday
CAMP00189,2025-06-21,2025-07-06,Email,113818,8017,3628,819,1254.84,2023.47,0.61,15,768.6300000000001,1.61,37.99,7.04,45.25,22.57,0.16,0.35,1.53,2025,6,June,2,Saturday
CAMP00190,2025-06-01,2025-06-09,Search,101396,2133,232,122,3144.49,5952.1,0.89,8,2807.6100000000006,1.89,47.17,2.1,10.88,52.59,1.47,13.55,25.77,2025,6,June,2,Sunday
CAMP00191,2025-11-11,2025-11-25,Email,182887,5756,1426,802,1301.78,1821.38,0.4,14,519.6000000000001,1.4,28.53,3.15,24.77,56.24,0.23,0.91,1.62,2025,11,November,4,Tuesday
CAMP00192,2025-06-09,2025-06-22,Email,9720,925,438,155,4265.56,7424.98,0.74,13,3159.419999999999,1.74,42.55,9.52,47.35,35.39,4.61,9.74,27.52,2025,6,June,2,Monday
CAMP00193,2025-04-06,2025-04-13,Search,45725,1709,197,63,3184.17,8828.06,1.77,7,5643.889999999999,2.77,63.93,3.74,11.53,31.98,1.86,16.16,50.54,2025,4,April,2,Sunday
CAMP00194,2025-08-21,2025-08-27,Email,217691,2683,825,344,1573.58,3626.96,1.3,6,2053.38,2.3,56.61,1.23,30.75,41.7,0.59,1.91,4.57,2025,8,August,3,Thursday
CAMP00195,2025-06-29,2025-07-12,Social,209543,3298,786,466,2030.28,2834.76,0.4,13,804.4800000000002,1.4,28.38,1.57,23.83,59.29,0.62,2.58,4.36,2025,6,June,2,Sunday
CAMP00196,2025-04-23,2025-05-06,Display,297173,23712,8500,4547,1938.76,2143.78,0.11,13,205.0200000000002,1.11,9.56,7.98,35.85,53.49,0.08,0.23,0.43,2025,4,April,2,Wednesday
CAMP00197,2025-11-14,2025-11-19,Social,293729,22953,3784,1984,1639.5,2349.92,0.43,5,710.4200000000001,1.43,30.23,7.81,16.49,52.43,0.07,0.43,0.83,2025,11,November,4,Friday
CAMP00198,2025-02-21,2025-03-03,Display,63271,2806,1013,280,3186.44,5794.02,0.82,10,2607.5800000000004,1.82,45.0,4.43,36.1,27.64,1.14,3.15,11.38,2025,2,February,1,Friday
CAMP00199,2025-09-25,2025-10-09,Social,159970,3805,1890,1054,1088.2,1887.23,0.73,14,799.03,1.73,42.34,2.38,49.67,55.77,0.29,0.58,1.03,2025,9,September,3,Thursday
CAMP00200,2025-10-22,2025-11-03,Display,290593,15933,3321,1402,1531.34,4129.98,1.7,12,2598.6399999999994,2.7,62.92,5.48,20.84,42.22,0.1,0.46,1.09,2025,10,October,4,Wednesday
CAMP00201,2025-04-23,2025-04-30,Email,40308,1607,457,259,517.66,1124.33,1.17,7,606.67,2.17,53.96,3.99,28.44,56.67,0.32,1.13,2.0,2025,4,April,2,Wednesday
CAMP00202,2025-04-11,2025-04-26,Search,296203,12931,1446,666,1942.58,5215.78,1.68,15,3273.2,2.68,62.76,4.37,11.18,46.06,0.15,1.34,2.92,2025,4,April,2,Friday
CAMP00203,2025-04-23,2025-05-06,Search,161520,5409,1480,789,415.48,1245.51,2.0,13,830.03,3.0,66.64,3.35,27.36,53.31,0.08,0.28,0.53,2025,4,April,2,Wednesday
CAMP00204,2025-03-22,2025-03-28,Influencer,139058,2177,571,152,187.74,296.76,0.58,6,109.01999999999998,1.58,36.74,1.57,26.23,26.62,0.09,0.33,1.24,2025,3,March,1,Saturday
CAMP00205,2025-07-06,2025-07-16,Display,258981,21030,6853,3307,3265.3,6383.37,0.95,10,3118.0699999999997,1.95,48.85,8.12,32.59,48.26,0.16,0.48,0.99,2025,7,July,3,Sunday
CAMP00206,2025-04-23,2025-04-28,Influencer,57934,3802,770,233,896.03,2160.42,1.41,5,1264.39,2.41,58.53,6.56,20.25,30.26,0.24,1.16,3.85,2025,4,April,2,Wednesday
CAMP00207,2025-01-02,2025-01-13,Influencer,142557,12134,2808,751,272.47,551.35,1.02,11,278.88,2.02,50.58,8.51,23.14,26.75,0.02,0.1,0.36,2025,1,January,1,Thursday
CAMP00208,2025-05-10,2025-05-17,Display,232112,12833,4414,1896,434.83,719.05,0.65,7,284.21999999999997,1.65,39.53,5.53,34.4,42.95,0.03,0.1,0.23,2025,5,May,2,Saturday
CAMP00209,2025-08-08,2025-08-19,Search,260920,25739,11927,5260,1076.13,2832.82,1.63,11,1756.69,2.63,62.01,9.86,46.34,44.1,0.04,0.09,0.2,2025,8,August,3,Friday
CAMP00210,2025-02-23,2025-03-03,Display,123156,11900,2309,914,3632.32,10115.49,1.78,8,6483.17,2.78,64.09,9.66,19.4,39.58,0.31,1.57,3.97,2025,2,February,1,Sunday
CAMP00211,2025-12-09,2025-12-22,Email,278916,9611,3565,839,158.13,246.12,0.56,13,87.99000000000001,1.56,35.75,3.45,37.09,23.53,0.02,0.04,0.19,2025,12,December,4,Tuesday
CAMP00212,2025-08-12,2025-08-21,Influencer,148603,6661,2061,613,3659.95,5720.19,0.56,9,2060.24,1.56,36.02,4.48,30.94,29.74,0.55,1.78,5.97,2025,8,August,3,Tuesday
CAMP00213,2025-08-13,2025-08-20,Influencer,62564,4863,689,202,3025.58,6459.29,1.13,7,3433.71,2.13,53.16,7.77,14.17,29.32,0.62,4.39,14.98,2025,8,August,3,Wednesday
CAMP00214,2025-05-06,2025-05-18,Display,256035,20455,6671,2171,2618.16,6893.03,1.63,12,4274.87,2.63,62.02,7.99,32.61,32.54,0.13,0.39,1.21,2025,5,May,2,Tuesday
CAMP00215,2025-05-10,2025-05-20,Influencer,43635,4012,1538,693,4555.49,9292.51,1.04,10,4737.02,2.04,50.98,9.19,38.33,45.06,1.14,2.96,6.57,2025,5,May,2,Saturday
CAMP00216,2025-02-22,2025-02-28,Search,158972,10927,3707,1390,4164.98,4665.19,0.12,6,500.21000000000004,1.12,10.72,6.87,33.93,37.5,0.38,1.12,3.0,2025,2,February,1,Saturday
CAMP00217,2025-06-21,2025-06-28,Influencer,42394,2236,316,185,2151.98,3421.67,0.59,7,1269.69,1.59,37.11,5.27,14.13,58.54,0.96,6.81,11.63,2025,6,June,2,Saturday
CAMP00218,2025-08-06,2025-08-18,Display,40030,1760,777,160,132.83,266.42,1.01,12,133.59,2.01,50.14,4.4,44.15,20.59,0.08,0.17,0.83,2025,8,August,3,Wednesday
CAMP00219,2025-06-09,2025-06-23,Search,151631,7236,842,241,3581.82,8859.16,1.47,14,5277.34,2.47,59.57,4.77,11.64,28.62,0.5,4.25,14.86,2025,6,June,2,Monday
CAMP00220,2025-07-17,2025-07-28,Search,213920,18511,3598,1544,333.86,851.31,1.55,11,517.4499999999999,2.55,60.78,8.65,19.44,42.91,0.02,0.09,0.22,2025,7,July,3,Thursday
CAMP00221,2025-09-04,2025-09-18,Influencer,265706,26092,9035,4984,1462.46,3662.9,1.5,14,2200.44,2.5,60.07,9.82,34.63,55.16,0.06,0.16,0.29,2025,9,September,3,Thursday
CAMP00222,2025-11-20,2025-11-30,Display,128652,1887,353,75,2515.87,2993.0,0.19,10,477.1300000000001,1.19,15.94,1.47,18.71,21.25,1.33,7.13,33.54,2025,11,November,4,Thursday
CAMP00223,2025-07-22,2025-07-27,Influencer,184453,11477,1615,893,586.77,1309.67,1.23,5,722.9000000000001,2.23,55.2,6.22,14.07,55.29,0.05,0.36,0.66,2025,7,July,3,Tuesday
CAMP00224,2025-07-03,2025-07-16,Email,209819,11918,3632,1463,3428.43,6345.57,0.85,13,2917.14,1.85,45.97,5.68,30.47,40.28,0.29,0.94,2.34,2025,7,July,3,Thursday
CAMP00225,2025-05-03,2025-05-10,Email,18515,811,315,161,1674.71,2724.83,0.63,7,1050.12,1.63,38.54,4.38,38.84,51.11,2.06,5.32,10.4,2025,5,May,2,Saturday
CAMP00226,2025-09-12,2025-09-21,Search,152407,13204,3489,2021,1872.14,4970.94,1.66,9,3098.7999999999993,2.66,62.34,8.66,26.42,57.92,0.14,0.54,0.93,2025,9,September,3,Friday
CAMP00227,2025-10-21,2025-11-01,Influencer,63724,3939,1494,427,3276.79,5625.43,0.72,11,2348.6400000000003,1.72,41.75,6.18,37.93,28.58,0.83,2.19,7.67,2025,10,October,4,Tuesday
CAMP00228,2025-10-07,2025-10-18,Email,269319,10282,4567,1987,2051.39,2800.21,0.37,11,748.8200000000002,1.37,26.74,3.82,44.42,43.51,0.2,0.45,1.03,2025,10,October,4,Tuesday
CAMP00229,2025-11-21,2025-11-28,Social,7405,370,178,98,1200.39,2870.7,1.39,7,1670.3099999999997,2.39,58.18,5.0,48.11,55.06,3.24,6.74,12.25,2025,11,November,4,Friday
CAMP00230,2025-04-08,2025-04-16,Email,57515,2422,468,251,966.11,1227.94,0.27,8,261.83000000000004,1.27,21.32,4.21,19.32,53.63,0.4,2.06,3.85,2025,4,April,2,Tuesday
CAMP00231,2025-07-17,2025-07-31,Influencer,12341,601,205,83,3647.81,5791.86,0.59,14,2144.0499999999997,1.59,37.02,4.87,34.11,40.49,6.07,17.79,43.95,2025,7,July,3,Thursday
CAMP00232,2025-08-28,2025-09-08,Influencer,160356,2632,544,315,3777.87,7136.02,0.89,11,3358.1500000000005,1.89,47.06,1.64,20.67,57.9,1.44,6.94,11.99,2025,8,August,3,Thursday
CAMP00233,2025-05-24,2025-06-05,Email,164074,3293,1476,713,1058.93,1358.97,0.28,12,300.03999999999996,1.28,22.08,2.01,44.82,48.31,0.32,0.72,1.49,2025,5,May,2,Saturday
CAMP00234,2025-04-07,2025-04-13,Influencer,227064,15016,6849,2805,1663.13,2618.85,0.57,6,955.7199999999998,1.57,36.49,6.61,45.61,40.95,0.11,0.24,0.59,2025,4,April,2,Monday
CAMP00235,2025-07-20,2025-08-02,Influencer,96796,6927,1585,353,4787.38,10930.65,1.28,13,6143.2699999999995,2.28,56.2,7.16,22.88,22.27,0.69,3.02,13.56,2025,7,July,3,Sunday
CAMP00236,2025-05-04,2025-05-15,Social,86499,5821,2084,823,4922.72,10410.62,1.11,11,5487.900000000001,2.11,52.71,6.73,35.8,39.49,0.85,2.36,5.98,2025,5,May,2,Sunday
CAMP00237,2025-07-06,2025-07-18,Search,155013,12195,5549,2046,2968.01,7979.67,1.69,12,5011.66,2.69,62.81,7.87,45.5,36.87,0.24,0.53,1.45,2025,7,July,3,Sunday
CAMP00238,2025-11-22,2025-12-02,Influencer,285570,27105,8222,2648,3809.03,4882.34,0.28,10,1073.31,1.28,21.98,9.49,30.33,32.21,0.14,0.46,1.44,2025,11,November,4,Saturday
CAMP00239,2025-12-15,2025-12-25,Display,202386,17699,6870,3965,3766.44,10273.81,1.73,10,6507.369999999999,2.73,63.34,8.75,38.82,57.71,0.21,0.55,0.95,2025,12,December,4,Monday
CAMP00240,2025-09-16,2025-09-29,Search,40927,1950,819,467,2038.25,2346.51,0.15,13,308.2600000000002,1.15,13.14,4.76,42.0,57.02,1.05,2.49,4.36,2025,9,September,3,Tuesday
CAMP00241,2025-05-28,2025-06-05,Search,11395,337,151,50,337.3,838.81,1.49,8,501.50999999999993,2.49,59.79,2.96,44.81,33.11,1.0,2.23,6.75,2025,5,May,2,Wednesday
CAMP00242,2025-09-09,2025-09-24,Display,236122,8988,2751,1029,3729.45,5272.67,0.41,15,1543.2200000000003,1.41,29.27,3.81,30.61,37.4,0.41,1.36,3.62,2025,9,September,3,Tuesday
CAMP00243,2025-12-12,2025-12-27,Email,142046,8934,4259,2132,765.29,2147.55,1.81,15,1382.2600000000002,2.81,64.36,6.29,47.67,50.06,0.09,0.18,0.36,2025,12,December,4,Friday
CAMP00244,2025-05-27,2025-06-05,Social,272294,23705,8334,4450,1523.44,1650.07,0.08,9,126.62999999999988,1.08,7.67,8.71,35.16,53.4,0.06,0.18,0.34,2025,5,May,2,Tuesday
CAMP00245,2025-05-28,2025-06-10,Influencer,82668,6047,971,236,1646.16,3556.5,1.16,13,1910.34,2.16,53.71,7.31,16.06,24.3,0.27,1.7,6.98,2025,5,May,2,Wednesday
CAMP00246,2025-12-18,2025-12-23,Email,54572,3212,1108,439,1810.55,1856.99,0.03,5,46.440000000000055,1.03,2.5,5.89,34.5,39.62,0.56,1.63,4.12,2025,12,December,4,Thursday
CAMP00247,2025-07-18,2025-07-26,Display,178883,11478,2518,1424,2381.84,5888.1,1.47,8,3506.26,2.47,59.55,6.42,21.94,56.55,0.21,0.95,1.67,2025,7,July,3,Friday
CAMP00248,2025-11-04,2025-11-15,Social,89028,5122,1274,593,2557.89,2730.5,0.07,11,172.61000000000013,1.07,6.32,5.75,24.87,46.55,0.5,2.01,4.31,2025,11,November,4,Tuesday
CAMP00249,2025-05-08,2025-05-23,Social,239050,23294,9866,4115,2469.27,6060.35,1.45,15,3591.0800000000004,2.45,59.26,9.74,42.35,41.71,0.11,0.25,0.6,2025,5,May,2,Thursday
CAMP00250,2025-02-08,2025-02-21,Social,59497,4964,2429,1183,897.97,2350.03,1.62,13,1452.0600000000002,2.62,61.79,8.34,48.93,48.7,0.18,0.37,0.76,2025,2,February,1,Saturday
CAMP00251,2025-12-04,2025-12-19,Display,107300,8617,3859,1792,3279.13,9152.23,1.79,15,5873.099999999999,2.79,64.17,8.03,44.78,46.44,0.38,0.85,1.83,2025,12,December,4,Thursday
CAMP00252,2025-12-26,2026-01-09,Email,27466,1553,357,205,3972.11,6827.4,0.72,14,2855.2899999999995,1.72,41.82,5.65,22.99,57.42,2.56,11.13,19.38,2025,12,December,4,Friday
CAMP00253,2025-05-09,2025-05-19,Influencer,14550,580,163,92,2362.53,4925.99,1.09,10,2563.4599999999996,2.09,52.04,3.99,28.1,56.44,4.07,14.49,25.68,2025,5,May,2,Friday
CAMP00254,2025-09-24,2025-10-06,Social,40394,474,233,83,4207.77,10380.81,1.47,12,6173.039999999999,2.47,59.47,1.17,49.16,35.62,8.88,18.06,50.7,2025,9,September,3,Wednesday
CAMP00255,2025-05-31,2025-06-13,Social,197622,2748,1289,274,2276.86,6014.25,1.64,13,3737.39,2.64,62.14,1.39,46.91,21.26,0.83,1.77,8.31,2025,5,May,2,Saturday
CAMP00256,2025-10-25,2025-11-08,Email,145559,1851,908,302,2884.76,7401.39,1.57,14,4516.63,2.57,61.02,1.27,49.05,33.26,1.56,3.18,9.55,2025,10,October,4,Saturday
CAMP00257,2025-04-09,2025-04-17,Social,60084,5902,1612,453,440.79,1188.2,1.7,8,747.4100000000001,2.7,62.9,9.82,27.31,28.1,0.07,0.27,0.97,2025,4,April,2,Wednesday
CAMP00258,2025-09-20,2025-09-25,Social,167003,3390,1424,359,819.54,2290.85,1.8,5,1471.31,2.8,64.23,2.03,42.01,25.21,0.24,0.58,2.28,2025,9,September,3,Saturday
CAMP00259,2025-09-09,2025-09-21,Display,84220,1919,860,477,3859.93,8880.3,1.3,12,5020.369999999999,2.3,56.53,2.28,44.82,55.47,2.01,4.49,8.09,2025,9,September,3,Tuesday
CAMP00260,2025-05-24,2025-05-30,Search,228356,12233,1439,696,1320.97,1780.61,0.35,6,459.6399999999999,1.35,25.81,5.36,11.76,48.37,0.11,0.92,1.9,2025,5,May,2,Saturday
CAMP00261,2025-12-12,2025-12-27,Email,16366,872,180,38,559.5,1492.17,1.67,15,932.6700000000001,2.67,62.5,5.33,20.64,21.11,0.64,3.11,14.72,2025,12,December,4,Friday
CAMP00262,2025-04-22,2025-04-27,Email,254824,23647,10721,6088,2884.41,5557.03,0.93,5,2672.62,1.93,48.09,9.28,45.34,56.79,0.12,0.27,0.47,2025,4,April,2,Tuesday
CAMP00263,2025-03-01,2025-03-12,Email,125525,2085,532,298,562.52,619.5,0.1,11,56.98000000000002,1.1,9.2,1.66,25.52,56.02,0.27,1.06,1.89,2025,3,March,1,Saturday
CAMP00264,2025-01-02,2025-01-16,Display,167935,16147,3414,1979,3451.96,7774.38,1.25,14,4322.42,2.25,55.6,9.62,21.14,57.97,0.21,1.01,1.74,2025,1,January,1,Thursday
